timestamp;trialindex;trial;trialstarted;trialended;duration;trial_type;button_pressed;pressed_icon;sample_button;vocal_condition;movement_condition;weight_condition
18562.4375129;22;14;18570.0948042;18577.1370037;7.042199499999697;main;65534.0;A;65534.0;vocalize;no_movement;weight
18580.196325;23;15;18587.7608296;18594.8184943;7.057664700001624;main;65534.0;A;65534.0;vocalize;flexion_stop;weight
18597.740364100002;24;16;18603.829816100002;18610.871002300002;7.041186200000084;main;65534.0;A;65534.0;vocalize;extension_stop;weight
18613.5167161;25;17;18619.5430713;18626.5853016;7.042230300001393;main;65534.0;A;65534.0;vocalize;external_rotation_stop;weight
18629.1689611;26;18;18634.4429369;18641.4852046;7.042267700002412;main;65534.0;A;65534.0;vocalize;no_movement;weight
18659.4909853;27;19;18666.6244586;18673.666681900002;7.042223300002661;main;65534.0;A;65534.0;vocalize;flexion_stop;weight
18676.2349753;28;20;18682.6623898;18689.7201749;7.057785100001638;main;65534.0;A;65534.0;vocalize;internal_rotation_stop;weight
18692.5642608;29;21;18697.8084164;18704.8496798;7.041263400002208;main;65534.0;A;65534.0;expire;internal_rotation_stop;weight
18707.5097238;30;22;18713.5837235;18720.6264293;7.042705799998657;main;65534.0;A;65534.0;expire;extension_stop;weight
18727.7604298;31;23;18734.0030863;18741.0304213;7.027335000002495;main;65534.0;A;65534.0;expire;flexion_stop;weight
18742.998555500002;32;24;18748.4262842;18755.4685422;7.042258000001311;main;65534.0;A;65534.0;expire;external_rotation_stop;weight
18757.7903388;33;25;18762.8331315;18769.8748846;7.041753100002097;main;65534.0;A;65534.0;expire;no_movement;weight
18772.7506843;34;26;18778.4546956;18785.4973875;7.042691899998317;main;65534.0;A;65534.0;vocalize;extension_stop;weight
18787.1575029;35;27;18792.3854218;18799.443959;7.058537199998682;main;65534.0;A;65534.0;vocalize;no_movement;weight
18802.1798742;36;28;18808.6388364;18815.6810572;7.0422207999981765;main;65534.0;A;65534.0;vocalize;internal_rotation_stop;weight
18818.1868565;37;29;18823.6601806;18830.7029362;7.042755599999509;main;65534.0;A;65534.0;vocalize;flexion_stop;weight
18832.9631842;38;30;18838.9756976;18846.0174283;7.0417307000025176;main;65534.0;A;65534.0;vocalize;external_rotation_stop;weight
18860.854833100002;39;31;18866.2374081;18873.279160000002;7.041751900000236;main;65534.0;A;65534.0;vocalize;no_movement;no_weight
18876.6613424;40;32;18881.9045722;18888.946813;7.042240799997671;main;65534.0;A;65534.0;vocalize;extension_stop;no_weight
18891.9605166;41;33;18897.1893553;18904.2305835;7.04122819999975;main;65534.0;A;65534.0;vocalize;flexion_stop;no_weight
18907.0761364;42;34;18912.503875000002;18919.5460914;7.0422163999974146;main;65534.0;A;65534.0;vocalize;external_rotation_stop;no_weight
18923.020593;43;35;18929.0321229;18936.0753186;7.043195700000069;main;65534.0;A;65534.0;vocalize;internal_rotation_stop;no_weight
18959.1240203;44;36;18967.2117775;18974.253040300002;7.041262800001277;main;65534.0;A;65534.0;expire;internal_rotation_stop;weight
18977.8510459;45;37;18983.2018699;18990.245069;7.043199100000493;main;65534.0;A;65534.0;expire;no_movement;weight
18992.6279063;46;38;18998.3938911;19005.4514977;7.057606599999417;main;65534.0;A;65534.0;expire;extension_stop;weight
19007.8809245;47;39;19013.7237842;19020.7665448;7.042760600001202;main;65534.0;A;65534.0;expire;flexion_stop;weight
19023.994968400002;48;40;19029.6225964;19036.6653142;7.042717799999082;main;65534.0;A;65534.0;expire;external_rotation_stop;weight
19050.0722213;49;41;19057.6069777;19064.648763;7.041785299999901;main;65534.0;A;65534.0;expire;extension_stop;no_weight
19067.5557975;50;42;19073.3526119;19080.409649600002;7.057037700000365;main;65534.0;A;65534.0;expire;flexion_stop;no_weight
19083.408477;51;43;19089.6506542;19096.6933561;7.042701900001703;main;65534.0;A;65534.0;expire;external_rotation_stop;no_weight
19099.6609579;52;44;19106.2716765;19113.313887700002;7.042211200001475;main;65534.0;A;65534.0;expire;internal_rotation_stop;no_weight
19117.5115031;53;45;19123.2472567;19130.3044066;7.057149899999786;main;65534.0;A;65534.0;expire;no_movement;no_weight
19133.795736;54;46;19139.607362900002;19146.633731;7.026368099999672;main;65534.0;A;65534.0;expire;extension_stop;no_weight
19149.324524;55;47;19155.5518009;19162.5945798;7.042778899998666;main;65534.0;A;65534.0;expire;internal_rotation_stop;no_weight
19165.5318669;56;48;19171.2660975;19178.3083479;7.042250400001649;main;65534.0;A;65534.0;expire;flexion_stop;no_weight
19181.5834098;57;49;19187.7343148;19194.7760344;7.04171960000167;main;65534.0;A;65534.0;expire;external_rotation_stop;no_weight
19197.605741800002;58;50;19203.0181036;19210.059841000002;7.041737400002603;main;65534.0;A;65534.0;expire;no_movement;no_weight
19212.689135200002;59;51;19218.1947085;19225.2364667;7.041758200000913;main;65534.0;A;65534.0;vocalize;no_movement;no_weight
19228.4802805;60;52;19234.8156963;19241.8727923;7.057096000000456;main;65534.0;A;65534.0;vocalize;internal_rotation_stop;no_weight
19245.4092793;61;53;19251.3449163;19258.3871507;7.04223439999987;main;65534.0;A;65534.0;vocalize;extension_stop;no_weight
19261.0169772;62;54;19267.4277435;19274.4853551;7.05761160000111;main;65534.0;A;65534.0;vocalize;flexion_stop;no_weight
19277.7143335;63;55;19283.9118358;19290.9535823;7.041746499999135;main;65534.0;A;65534.0;vocalize;external_rotation_stop;no_weight
19315.0171323;64;56;19321.5677791;19328.6094703;7.041691200000059;main;65534.0;A;65534.0;vocalize;extension_stop;weight
19331.4233127;65;57;19337.5741708;19344.6164271;7.042256300002919;main;65534.0;A;65534.0;vocalize;external_rotation_stop;weight
19347.5983644;66;58;19354.0106415;19361.0533633;7.042721800000436;main;65534.0;A;65534.0;vocalize;internal_rotation_stop;weight
19363.5279509;67;59;19369.340078600002;19376.3822644;7.042185799997242;main;65534.0;A;65534.0;vocalize;no_movement;weight
19381.580357;68;60;19387.6990242;19394.7412409;7.042216699999699;main;65534.0;A;65534.0;vocalize;flexion_stop;weight
19408.0732816;69;61;19414.9617488;19422.0034332;7.0416843999992125;main;65534.0;A;65534.0;expire;flexion_stop;no_weight
19424.8946131;70;62;19430.4761099;19437.5183475;7.042237600002409;main;65534.0;A;65534.0;expire;no_movement;no_weight
19440.147164;71;63;19445.990519400002;19453.0317795;7.041260099998908;main;65534.0;A;65534.0;expire;internal_rotation_stop;no_weight
19456.892151;72;64;19463.0572269;19470.0999895;7.042762599998241;main;65534.0;A;65534.0;expire;extension_stop;no_weight
19472.8666391;73;65;19479.0939305;19486.1366596;7.042729100001452;main;65534.0;A;65534.0;expire;external_rotation_stop;no_weight
19490.7182546;74;66;19496.6533801;19503.6961144;7.04273430000103;main;65534.0;A;65534.0;vocalize;internal_rotation_stop;no_weight
19506.7871591;75;67;19513.2450779;19520.2868129;7.041735000002518;main;65534.0;A;65534.0;vocalize;no_movement;no_weight
19523.884301500002;76;68;19530.7267031;19537.7697514;7.0430482999981905;main;65534.0;A;65534.0;vocalize;external_rotation_stop;no_weight
19541.7060323;77;69;19548.0245853;19555.0677812;7.043195899997954;main;65534.0;A;65534.0;vocalize;extension_stop;no_weight
19557.497181400002;78;70;19564.4932663;19571.5355417;7.042275399999198;main;65534.0;A;65534.0;vocalize;flexion_stop;no_weight
19578.1164712;79;71;19584.7742672;19591.816499700002;7.042232500003593;main;65534.0;A;65534.0;vocalize;extension_stop;no_weight
19595.4754641;80;72;19602.1025504;19609.1452755;7.042725100000098;main;65534.0;A;65534.0;vocalize;external_rotation_stop;no_weight
19612.3886061;81;73;19618.324256;19625.3660197;7.041763699999137;main;65534.0;A;65534.0;vocalize;no_movement;no_weight
19628.4114225;82;74;19635.3614228;19642.4185141;7.057091300001048;main;65534.0;A;65534.0;vocalize;internal_rotation_stop;no_weight
19645.0785803;83;75;19651.9213604;19658.9625836;7.041223200001696;main;65534.0;A;65534.0;vocalize;flexion_stop;no_weight
19662.3145511;84;76;19670.6335089;19677.6752323;7.041723400001501;main;65534.0;A;65534.0;expire;no_movement;no_weight
19680.1512521;85;77;19686.7634248;19693.8047055;7.041280699999334;main;65534.0;A;65534.0;expire;internal_rotation_stop;no_weight
19697.0029012;86;78;19703.4310765;19710.4886955;7.057618999999249;main;65534.0;A;65534.0;expire;external_rotation_stop;no_weight
19712.994442;87;79;19719.8362689;19726.8794756;7.043206700000155;main;65534.0;A;65534.0;expire;extension_stop;no_weight
19729.4309124;88;80;19736.012365900002;19743.0550995;7.0427335999993375;main;65534.0;A;65534.0;expire;flexion_stop;no_weight
